ident,latitude_deg,longitude_deg,term
SICM,-21.5394,-52.1117,
BZB,-21.5411,35.4729,
YBRC,-21.5422,133.872,
SNNE,-21.5422,-43.0211,
SSCJ,-21.5454,-54.662,
SLTJ,-21.5557,-64.7013,
SNPU,-21.5592,-45.7517,
YSBO,-21.5667,139.717,
SSUR,-21.5854,-52.8694,
YUDG,-21.59,138.358,
SBVG,-21.5914,-45.4741,
SDDI,-21.5924,-50.833,
SSCH,-21.5985,-53.227,
YKYN,-21.5988,141.9429,
SDIO,-21.6003,-48.8331,
FMSB,-21.607,45.136,
NWWB,-21.6096,165.3971,
SSCM,-21.6141,-54.7956,
YMST,-21.6238,117.0813,
SDLY,-21.6239,-48.3511,
YPNW,-21.6287,116.3193,
SDME,-21.6295,-48.3928,
SDMY,-21.6329,-48.4791,
SSMJ,-21.6339,-55.1449,
YWWI,-21.6455,121.1912,
SIPA,-21.6472,-46.9283,
SLSN,-21.65,-63.6,
YAOR,-21.65,139.183,
YAMJ,-21.655,135.231,
SBLN,-21.6635,-49.73,
YAND,-21.6667,140.983,
YARI,-21.6667,141.567,
SJAS,-21.6692,-49.1731,
YOLW,-21.6702,115.1149,
YABF,-21.6706,145.2661,
YCNF,-21.6717,121.587,
YARD,-21.6767,136.678,
SSAV,-21.6899,-57.4751,
SDRZ,-21.691,-57.3652,
FBGZ,-21.6925,21.6581,
SSGM,-21.6933,-56.5625,
SDRU,-21.6933,-50.9359,
SDAD,-21.6963,-51.0975,
SN2K,-21.6972,-53.3072,
SBCP,-21.6983,-41.3017,
SSGT,-21.6989,-54.8139,
FMSN,-21.7,43.733,
SLEK,-21.7008,-63.4568,
YNBO,-21.7022,148.6944,
SSRC,-21.7031,-54.3683,
IBL,-21.708,35.4528,
YDAJ,-21.7083,139.533,
SDWU,-21.7083,-57.7406,
SSPM,-21.7096,-57.8802,
SD2Q,-21.7103,-56.3094,
SJJR,-21.7142,-44.2039,
YTEF,-21.715,122.229,
YHIL,-21.7183,119.4403,
SJAW,-21.7247,-48.3772,
FBGS,-21.7255,22.3627,
SDSQ,-21.7257,-47.6579,
SJXM,-21.73,-43.8919,
SWVU,-21.7333,-54.5767,
YAMM,-21.7383,135.242,
SN4V,-21.7442,-45.0456,
SWDG,-21.7444,-49.1647,
SSBQ,-21.7445,-52.4805,
SDIG,-21.7472,-48.8556,
SDLC,-21.7489,-51.0176,
YKLL,-21.75,138.883,
FMSR,-21.7538,43.3748,
SS3S,-21.7639,-57.772,
SJ7X,-21.7707,-57.6804,
SIRB,-21.7711,-54.3817,
SBGP,-21.7737,-48.4051,
SDEP,-21.7747,-52.1433,
SIFY,-21.7778,-57.4964,
SDOX,-21.7801,-47.8828,
SSJW,-21.7825,-53.8922,
FYEK,-21.7867,19.1061,
SDKB,-21.7881,-47.0556,
SNVI,-21.7891,-45.2682,
SBJF,-21.7915,-43.3861,
YCWY,-21.7946,117.755,
SDZZ,-21.7988,-48.5444,
YBNC,-21.8,145.083,
SSJJ,-21.8056,-53.1288,
SNRN,-21.8089,-49.9711,
NTTX,-21.8098,-138.8134,
YTMO,-21.8111,139.924,
SIQ4,-21.8113,-52.9314,
SBAQ,-21.812,-48.133,
FMSA,-21.8149,46.914,
SN3W,-21.8186,-55.4978,
NWWT,-21.8197,165.861,
YANN,-21.8317,133.125,
SDVA,-21.8322,-46.9556,
SN3S,-21.8343,-54.4787,
YTEE,-21.835,140.888,
SBPC,-21.8425,-46.5698,
SSRB,-21.8478,-54.5278,
FYKA,-21.8478,15.9028,
SD4J,-21.8521,-56.8629,
BCW,-21.8533,35.4383,
SWHR,-21.8561,-52.1857,
SNTA,-21.8686,-50.1164,
SDHC,-21.8689,-49.9814,
SDFU,-21.8713,-52.1642,
SINK,-21.8748,-50.8729,
YCAM,-21.875,140.9,
SDSC,-21.875,-47.9039,
SIBC,-21.8781,-41.2948,
SSRJ,-21.8784,-53.8155,
SDEO,-21.8786,-48.6594,
SDST,-21.8814,-47.776,
SDTP,-21.8891,-50.5051,
SDQG,-21.8922,-51.178,
SDPV,-21.8933,-51.8844,
SSWR,-21.8941,-54.2942,
NCMG,-21.896,-157.9067,
YORT,-21.9058,136.069,
SSWH,-21.9063,-47.8208,
SDGJ,-21.9077,-49.8563,
SSLP,-21.9108,-57.6467,
SDUU,-21.9111,-50.8683,
YNUL,-21.9133,120.198,
FVBL,-21.917,31.467,
SNXB,-21.9171,-44.9682,
SSEQ,-21.9233,-53.9408,
SINU,-21.9233,-56.7069,
FVTU,-21.9349,29.1963,
YADE,-21.9431,148.2844,
YAMO,-21.9436,146.6333,
SI2J,-21.9509,-57.9156,
SD7N,-21.9535,-54.8147,
SJ6F,-21.9597,-54.197,
SLYA,-21.9609,-63.6517,
YBUA,-21.9667,148.533,
YCDT,-21.9667,138.617,
YCTH,-21.9667,140.3,
YRHL,-21.9695,116.0624,
YRDM,-21.977,119.017,
SNOW,-21.9822,-50.9722,
SWWH,-21.9827,-53.904,
SJ2F,-21.9833,-57.0808,
SBYS,-21.9847,-47.3412,
YMDR,-21.9931,115.0531,
SSSA,-21.9962,-56.24,
SSHD,-22.0015,-54.9043,
YLBA,-22.0039,146.3639,
SSPO,-22.0092,-54.7897,
FYMG,-22.0106,17.37,
FYON,-22.0139,16.8975,
NWWW,-22.0146,166.213,
SDJV,-22.0177,-46.8408,
FQVL,-22.0184,35.3133,
SWOC,-22.0253,-57.3647,
SIOO,-22.0258,-57.9029,
SDPY,-22.0276,-47.4215,
SSZQ,-22.039,-56.2694,
YEXM,-22.0407,114.1027,
SSMV,-22.0425,-47.56,
SI76,-22.0461,-57.0439,
SGME,-22.0465,-60.6217,
SI7J,-22.0469,-56.4372,
SSIS,-22.0478,-48.0972,
SLVZ,-22.0536,-65.6392,
YUTP,-22.055,134.79,
YMRB,-22.0578,148.077,
FBSP,-22.0583,27.8288,
SSTW,-22.0594,-41.4811,
YOIT,-22.0629,144.139,
YWWH,-22.0639,147.7212,
YDNB,-22.0659,146.2441,
DVD,-22.0661,43.2596,
YPUN,-22.0667,123.167,
SDFK,-22.0678,-52.1511,
SDBY,-22.0692,-48.7064,
SSBV,-22.0816,-56.5386,
YOSB,-22.0817,140.555,
SIVQ,-22.0822,-54.2011,
YDYD,-22.0833,135.333,
SD3P,-22.0856,-52.8514,
SSMC,-22.0878,-53.52,
SNLO,-22.0909,-45.0445,
SJGZ,-22.0936,-52.675,
SN8C,-22.0954,-57.1228,
YMCR,-22.1,137.983,
SJEH,-22.1014,-48.2267,
FYHN,-22.1035,14.3025,
SDEM,-22.1041,-51.4549,
YLGA,-22.1072,118.471,
FYSN,-22.1078,16.9797,
FMSK,-22.1197,48.0217,
SDZU,-22.1219,-52.1979,
SJDW,-22.1224,-57.291,
YTIT,-22.1317,133.42,
YCNS,-22.1333,132.533,
SNL9,-22.1378,-50.9044,
SCBE,-22.1411,-70.0629,
YMNN,-22.1417,132.07,
SNFQ,-22.1475,-45.7636,
SDPC,-22.1533,-51.0294,
SDAF,-22.1567,-47.7193,
YKBA,-22.1572,116.1562,
SDIB,-22.1581,-46.7753,
VMI,-22.1594,-57.9424,
SBAE,-22.1608,-49.0703,
SDK7,-22.1627,-53.3299,
SSJH,-22.1643,-53.5689,
SAOL,-22.1653,-65.5699,
SBDN,-22.1751,-51.4246,
SD2I,-22.1754,-50.9091,
SDGC,-22.1815,-49.6563,
SDRC,-22.1817,-50.8653,
YMSK,-22.1878,134.1716,
SJP9,-22.188,-52.9443,
SDKP,-22.1886,-50.2744,
FBTL,-22.1919,29.1312,
SDJA,-22.1946,-47.8618,
SBML,-22.1969,-49.9265,
FVBB,-22.1976,30.0128,
SDNE,-22.199,-51.9756,
SBDO,-22.2019,-54.9266,
SDXR,-22.2216,-57.1582,
SN7K,-22.2221,-53.1314,
YWIT,-22.225,118.3537,
SDLL,-22.226,-47.3808,
SDYJ,-22.2262,-51.3488,
SDVE,-22.2302,-49.8172,
SDCT,-22.2326,-46.9693,
YUTS,-22.2333,134.58,
YPLM,-22.2352,114.09,
SD4U,-22.2354,-54.7142,
YIFF,-22.2367,148.4331,
SSNU,-22.2408,-48.025,
SDAN,-22.2453,-48.2599,
SSLL,-22.2499,-55.9268,
YYND,-22.2542,131.782,
YTMY,-22.2558,137.953,
YSOL,-22.2568,117.8505,
NWWM,-22.2581,166.4728,
YBYD,-22.2667,119.883,
FBMU,-22.2681,20.0311,
YWRE,-22.27,146.05,
SNSK,-22.273,-45.64,
YHOY,-22.2738,150.0403,
YMNA,-22.275,132.217,
SDMV,-22.2752,-48.6042,
SIMU,-22.2785,-52.8445,
SNQ7,-22.279,-53.0197,
SSVG,-22.2791,-55.6539,
SSMB,-22.2829,-43.6282,
SDQQ,-22.2856,-50.6394,
SA22,-22.2857,-62.7137,
SJ2A,-22.2863,-54.6204,
SNZA,-22.2892,-45.9191,
YFDF,-22.2908,119.4371,
SD3Y,-22.2932,-41.7598,
FMSZ,-22.2964,44.5315,
SNOF,-22.2975,-46.3933,
YOKE,-22.2989,145.9836,
SNQS,-22.3044,-54.0306,
SSIC,-22.3067,-54.8244,
SSOI,-22.3072,-48.7719,
YARP,-22.3167,135.7,
YTCF,-22.3167,122.067,
SSBT,-22.3239,-53.0955,
SJ7F,-22.3294,-54.1708,
YVNS,-22.3333,130.867,
SI7G,-22.3369,-54.1847,
SDAA,-22.3382,-47.3579,
SBME,-22.343,-41.766,
SBBU,-22.345,-49.0538,
YCHK,-22.3543,119.6426,
SGFI,-22.3546,-60.0532,
FAMH,-22.3557,29.9862,
SSHG,-22.3579,-55.7638,
SIIG,-22.36,-51.1017,
YWTN,-22.3636,143.086,
YMUJ,-22.3661,118.681,
YWEX,-22.3667,124.767,
SSVH,-22.3669,-55.1278,
FAMP,-22.3747,30.8816,
SNKP,-22.3852,-52.1109,
YPHS,-22.387,133.0603,
YNUD,-22.3919,117.3762,
SNM6,-22.3967,-53.6808,
FMSI,-22.4047,46.1649,
FYWI,-22.4053,18.4592,
SDMJ,-22.4108,-46.9058,
SDFT,-22.4151,-46.809,
SIFU,-22.4155,-43.7747,
SDUQ,-22.4269,-50.6069,
YEWA,-22.4284,116.8879,
SDRK,-22.4308,-47.5623,
NTAR,-22.4341,-151.361,
SNWF,-22.4381,-55.2317,
SDED,-22.4405,-47.7004,
YMDS,-22.444,135.199,
FAVM,-22.4481,29.3377,
YDLD,-22.4586,134.884,
FYAR,-22.4619,14.9793,
YBWO,-22.4641,144.9979,
YLUC,-22.4667,136.267,
YACR,-22.4732,149.1563,
YWIS,-22.4743,150.1792,
SDRS,-22.4785,-44.4803,
FYWH,-22.4799,17.4709,
SDDK,-22.4812,-49.9859,
SDLU,-22.4831,-48.5245,
YALY,-22.4833,139.633,
SDND,-22.484,-51.529,
SDHE,-22.4922,-46.8434,
SIUG,-22.4962,-51.9056,
SCCF,-22.4982,-68.9036,
YLGL,-22.5,146.667,
YKDD,-22.5043,119.0768,
FYGB,-22.5044,18.9731,
SICN,-22.5065,-51.8167,
SWHU,-22.5067,-50.8653,
SNAO,-22.5134,-42.0535,
SSSY,-22.5167,-53.5117,
YYNR,-22.5167,114.8,
SSVL,-22.5217,-54.6778,
YNPB,-22.5312,132.7632,
YLRN,-22.5333,143.517,
SDM6,-22.5364,-53.3244,
YNNT,-22.5372,115.4926,
YBGD,-22.54,117.275,
SI7H,-22.5433,-47.2325,
SBPP,-22.5496,-55.7026,
FBLL,-22.5515,28.4921,
SDCU,-22.5572,-42.1145,
YRUD,-22.5581,122.1481,
SNFH,-22.5591,-55.3811,
SGPG,-22.56,-61.612,
SD4V,-22.561,-46.5456,
FBPY,-22.5641,27.1367,
SJWX,-22.575,-52.5031,
SDLP,-22.5784,-48.7746,
YGIA,-22.5812,120.0355,
SDAE,-22.5831,-47.8961,
YMTB,-22.5833,144.533,
SDYN,-22.5848,-51.3042,
NWWE,-22.5889,167.456,
SSHK,-22.5897,-55.5694,
SDAJ,-22.5913,-54.0633,
SIZG,-22.6079,-48.3879,
SSTS,-22.6107,-53.4441,
FYWE,-22.6122,17.0804,
YDPR,-22.6167,135.2,
SAST,-22.6169,-63.793,
SDDB,-22.6176,-50.0902,
YDYS,-22.6222,148.364,
SGST,-22.6225,-56.6344,
YMNS,-22.6247,135.0345,
YRYH,-22.6258,119.959,
SWGC,-22.6271,-55.5792,
SGPO,-22.6299,-57.8385,
YJVM,-22.6333,136.267,
YTLT,-22.6333,136.8,
NTAM,-22.6373,-152.8059,
SNAX,-22.6386,-50.456,
SGPJ,-22.6414,-55.83,
SINH,-22.6437,-53.5623,
SN8E,-22.6439,-51.0664,
SJDE,-22.6448,-54.0976,
YNRR,-22.6453,130.565,
SJ62,-22.6467,-52.9474,
FBGP,-22.6523,24.7536,
SSIX,-22.6528,-53.5074,
SSFG,-22.6615,-52.1421,
FYSM,-22.6619,14.5681,
YBRY,-22.6739,119.166,
FAAL,-22.679,29.0555,
SJXX,-22.6794,-55.5406,
YGIR,-22.68,114.3711,
SDNO,-22.6958,-48.5766,
SSZP,-22.6961,-54.2158,
SSLX,-22.7013,-54.6083,
SCMY,-22.7036,-70.2825,
SDPW,-22.7115,-47.6182,
SIUS,-22.7117,-54.045,
YNHV,-22.7283,131.145,
YMWE,-22.7372,132.151,
SNAI,-22.7425,-53.8032,
SD8A,-22.7448,-55.2326,
YTMP,-22.746,117.869,
SDRF,-22.7461,-44.0508,
SIZL,-22.7477,-49.845,
SDAI,-22.7559,-47.2694,
SILA,-22.7565,-53.84,
SDSM,-22.7588,-48.542,
YIKL,-22.7633,136.163,
SBQM,-22.7653,-53.9083,
SIOS,-22.7694,-53.9573,
FAPQ,-22.77,31.0108,
SBBZ,-22.7709,-41.9631,
YCMT,-22.7731,147.621,
SLBJ,-22.7733,-64.3129,
SSUW,-22.776,-51.5055,
SIQK,-22.7815,-47.3346,
SSLQ,-22.7833,-55.0726,
FARZ,-22.7842,28.4303,
SSXM,-22.786,-53.8809,
SDX3,-22.7889,-54.0364,
SJSA,-22.7897,-54.5978,
SBGW,-22.7916,-45.2048,
SSZT,-22.7942,-49.3411,
SSVK,-22.7944,-54.1569,
YSAH,-22.8,119.617,
YMMU,-22.8014,148.7068,
SWEP,-22.8044,-50.9824,
FMSG,-22.8053,47.8206,
YMQA,-22.8058,137.251,
SBGL,-22.81,-43.2506,
YKIC,-22.811,127.7344,
SBES,-22.8129,-42.0926,
YCTC,-22.8183,122.5848,
YGEN,-22.822,150.3327,
SDJ8,-22.8314,-48.3844,
YALC,-22.8333,134.45,
YTWE,-22.85,146.717,
SSYZ,-22.8511,-55.3961,
SJDI,-22.8521,-54.2082,
SDAM,-22.8599,-47.1076,
YBDX,-22.8633,114.963,
SBAF,-22.8751,-43.3847,
SJUL,-22.8778,-49.0378,
YRLE,-22.8833,117.45,
YGLO,-22.8883,138.825,
SJ3G,-22.8902,-54.3119,
SDZH,-22.8906,-45.4931,
SSGZ,-22.895,-53.8678,
SSJP,-22.895,-51.9292,
SDIL,-22.9024,-44.288,
SBRJ,-22.9105,-43.1631,
SSKH,-22.9117,-55.5389,
YBOU,-22.9133,139.9,
YJVS,-22.9133,136.12,
SSLO,-22.9171,-53.149,
SDMC,-22.9195,-42.8309,
SBCB,-22.9215,-42.0719,
SCPE,-22.9217,-68.1584,
SDPA,-22.9271,-44.0802,
SJXV,-22.9311,-55.0544,
SBSC,-22.9324,-43.7191,
SDCZ,-22.935,-44.0917,
SDBK,-22.9378,-48.4682,
YHKT,-22.9433,135.447,
SDPD,-22.9436,-45.4314,
SDUZ,-22.9475,-49.7643,
SJFQ,-22.949,-48.6649,
SSXV,-22.95,-54.1122,
YJNK,-22.95,135.733,
SDRY,-22.9538,-54.841,
SDMA,-22.9545,-45.6036,
YAMC,-22.9579,145.2495,
SNWH,-22.963,-53.5458,
SDOU,-22.9666,-49.912,
YCWA,-22.9667,118.813,
YGTC,-22.9709,134.2474,
SJ3T,-22.9744,-54.6138,
SDC6,-22.9744,-55.3161,
SDAG,-22.9753,-44.3071,
SJTL,-22.9786,-51.5486,
SBBP,-22.9788,-46.5371,
FYWB,-22.9793,14.6471,
YHTS,-22.985,134.918,
SSNI,-22.9853,-53.8769,
SBJR,-22.9868,-43.3722,
SSFD,-23.0027,-54.7006,
SDVH,-23.0054,-46.6369,
SNWU,-23.0055,-55.5093,
SBKP,-23.0074,-47.1345,
SIG2,-23.0133,-45.6793,
SITB,-23.0133,-53.7906,
SNWO,-23.0178,-54.6244,
SN7C,-23.0203,-53.8194,
SWHD,-23.0223,-53.9012,
SSAN,-23.0273,-50.2271,
YMDK,-23.0333,134.683,
YNYG,-23.0333,115.033,
SSNB,-23.0348,-54.1802,
SIZQ,-23.0367,-48.4411,
SSXA,-23.0386,-50.9344,
SBTA,-23.0401,-45.5162,
SDIP,-23.0427,-45.7751,
YOAY,-23.0573,148.4958,
FALO,-23.0619,29.8647,
SSSZ,-23.0622,-51.0139,
SDMR,-23.0664,-43.8795,
SSVB,-23.0665,-53.8212,
SSBR,-23.0728,-50.4231,
FATH,-23.0769,30.3836,
SI9G,-23.0769,-55.2297,
NTGJ,-23.0799,-134.89,
FBOK,-23.083,21.883,
YKIU,-23.0889,149.4319,
SSPI,-23.0899,-52.4885,
SDRR,-23.0922,-48.9874,
YCEL,-23.0951,148.0062,
YWPL,-23.1,114.533,
YRRG,-23.1016,119.3589,
SDET,-23.105,-47.7238,
SIKA,-23.1106,-54.5581,
SSKE,-23.1212,-53.0785,
SDTB,-23.1282,-46.5747,
YCOY,-23.1289,113.7806,
YANG,-23.1356,118.7072,
SS38,-23.1445,-54.5077,
SSEW,-23.1456,-48.3098,
SSCP,-23.1527,-50.6029,
SASO,-23.1528,-64.3292,
SID8,-23.1531,-51.8678,
SDCL,-23.1542,-49.2089,
FALM,-23.1599,29.6965,
SIXK,-23.1675,-54.2023,
YPBO,-23.1711,117.745,
SBJD,-23.1809,-46.9439,
SJY8,-23.1839,-53.2156,
FBMG,-23.1846,27.501,
YGKL,-23.1846,150.9416,
SSGU,-23.1863,-53.3261,
SI72,-23.1886,-51.8014,
SIWB,-23.1905,-55.2899,
SDWL,-23.1917,-47.075,
SSRW,-23.2036,-48.1021,
SIMY,-23.2111,-54.096,
SSOK,-23.2146,-51.1836,
SDTE,-23.2202,-49.0758,
SD6Z,-23.2206,-50.6075,
YHEW,-23.222,150.6031,
SDTK,-23.224,-44.7234,
SDKG,-23.225,-49.1792,
YNWT,-23.2288,132.6294,
SBSJ,-23.2292,-45.8615,
SG67,-23.2297,-55.9485,
SSGN,-23.2392,-54.5411,
SDF7,-23.2411,-48.985,
YLBG,-23.2433,131.26,
SSHN,-23.245,-51.8756,
YPAY,-23.2467,131.903,
YEMP,-23.2552,150.8144,
YATL,-23.2553,136.389,
SGCB,-23.2575,-55.5281,
YYBE,-23.262,149.0165,
YKNT,-23.265,129.387,
FMSE,-23.2743,46.125,
FAGI,-23.2833,30.65,
YGDR,-23.2867,134.44,
SN2X,-23.2875,-49.2414,
SJZW,-23.2882,-48.7376,
SSXO,-23.2889,-52.1292,
YGPI,-23.2905,119.1482,
SDOI,-23.2983,-47.6924,
SDF2,-23.3035,-53.8998,
SD8T,-23.3094,-49.0725,
SDTF,-23.3319,-47.8783,
SNZC,-23.3336,-54.5085,
SBLO,-23.3344,-51.1284,
YABU,-23.3399,133.1723,
SSKI,-23.3407,-50.5852,
SSYL,-23.3411,-54.5689,
SSKF,-23.3445,-53.8723,
FMSU,-23.3508,47.5817,
SJSL,-23.3509,-53.4996,
YABL,-23.3519,134.7324,
SSOG,-23.3526,-51.492,
YMPK,-23.3583,133.004,
BHT,-23.3633,141.5628,
YMWX,-23.3637,139.6497,
NTAT,-23.3654,-149.524,
YJIG,-23.3667,120.783,
YMNO,-23.3692,143.8948,
YBRK,-23.38,150.4754,
FADO,-23.3806,29.3208,
YAHD,-23.3808,117.0256,
FMST,-23.3834,43.7285,
SJIF,-23.3942,-54.7525,
SS4C,-23.3948,-49.4891,
YNWN,-23.4178,119.803,
SBJH,-23.4269,-47.1657,
SNWD,-23.4303,-54.6083,
SBGR,-23.4319,-46.4678,
FYVF,-23.4333,18.2696,
YLRE,-23.4342,144.28,
SGCO,-23.4403,-57.4292,
SDUB,-23.4406,-45.0741,
SCFA,-23.4445,-70.4451,
YWRR,-23.4461,113.8485,
YHAA,-23.455,131.853,
SSFX,-23.4571,-50.5801,
SJMR,-23.4575,-54.3003,
FYGV,-23.4589,17.4978,
SDFN,-23.4748,-49.5463,
YILF,-23.4758,144.5298,
SBMG,-23.4761,-52.0162,
SDCO,-23.478,-47.49,
SI3W,-23.4875,-55.2909,
SGPC,-23.4956,-58.7885,
SSWM,-23.4959,-51.32,
SIVE,-23.5038,-48.0005,
SIOQ,-23.5055,-54.3093,
SBMT,-23.5091,-46.6378,
YBSP,-23.5167,133.8495,
SNCO,-23.517,-55.0632,
SJ3N,-23.5193,-55.4942,
FYGO,-23.5443,15.0449,
SJ3C,-23.5453,-54.3608,
YSPV,-23.55,140.7,
YSLV,-23.5576,120.0471,
SS28,-23.5594,-54.1996,
SSIF,-23.5603,-54.0339,
SJSU,-23.5616,-53.7951,
SJWN,-23.5625,-49.2577,
SDIH,-23.5634,-46.0716,
YBAR,-23.5663,145.3021,
YEML,-23.5675,148.179,
SSHL,-23.575,-52.4083,
SDFL,-23.5806,-48.2822,
SNWG,-23.5822,-54.0489,
YJRO,-23.5852,146.133,
SCSM,-23.5853,-68.3828,
SSWV,-23.5891,-50.0361,
YROV,-23.5992,134.517,
SNOQ,-23.5994,-55.1455,
YBTR,-23.6031,148.807,
SSAP,-23.6091,-51.3843,
YTRK,-23.6167,118.617,
SDNI,-23.6194,-46.9833,
SBSP,-23.6277,-46.6546,
SJ9Z,-23.6345,-49.1454,
YLYN,-23.6413,115.2354,
SSZH,-23.646,-54.7144,
SCSI,-23.6489,-68.305,
SWAM,-23.6497,-49.1517,
FYPO,-23.65,17.73,
YAPH,-23.6528,146.5827,
SIIS,-23.655,-53.8336,
FYAM,-23.6558,19.3517,
SDEJ,-23.6661,-48.0729,
SSMP,-23.6733,-52.0104,
SSQC,-23.6746,-49.8156,
FBKG,-23.678,22.8178,
SSTK,-23.6828,-54.5397,
SDBN,-23.6876,-47.5576,
SSCT,-23.6916,-52.6421,
YSAI,-23.7,131.867,
FAER,-23.7267,27.6883,
FMSV,-23.733,44.389,
YDRG,-23.7372,149.6647,
YEDM,-23.75,116.1,
YGNO,-23.7581,148.536,
SSAB,-23.7622,-50.263,
YKWA,-23.7811,120.135,
SA24,-23.7819,-64.7495,
SDYB,-23.7845,-48.3384,
SSON,-23.7878,-55.0292,
YGAR,-23.7916,113.5289,
SNQT,-23.7958,-53.4797,
SSUM,-23.7987,-53.3138,
YBAS,-23.8066,133.9034,
SSVE,-23.8128,-55.0578,
SSQF,-23.8152,-54.6985,
FATZ,-23.8244,30.3293,
YGHS,-23.8257,113.5305,
YRNW,-23.8283,134.962,
SJFM,-23.8389,-54.2445,
SNZN,-23.8394,-55.185,
SIXQ,-23.8435,-55.4362,
FAPP,-23.8453,29.4586,
SDJF,-23.8461,-48.4481,
SBQJ,-23.8464,-50.2084,
YWMY,-23.8569,115.1426,
SNZG,-23.8612,-48.2367,
SDQX,-23.8678,-48.8053,
YGLA,-23.8698,151.2254,
FYBJ,-23.875,17.9911,
SDRA,-23.8756,-48.0518,
FQIN,-23.8764,35.4085,
SD3N,-23.8778,-54.5097,
SJ2X,-23.8786,-55.0369,
NTAV,-23.8852,-147.662,
SDBI,-23.8852,-55.0559,
FYSO,-23.9008,16.0047,
YMIX,-23.9067,114.7649,
FAGV,-23.9113,30.6962,
SDZM,-23.9224,-48.8183,
SSHX,-23.9238,-55.3019,
FAPI,-23.9261,29.4844,
YHMB,-23.9265,132.8078,
SBST,-23.9282,-46.3002,
FAPH,-23.9372,31.1554,
SDYW,-23.9413,-48.8818,
FYST,-23.9678,18.5489,
SICP,-23.9722,-51.3279,
YMEI,-23.9767,131.562,
SNVY,-23.9769,-55.3653,
YNUE,-23.9833,135.4,
SIGT,-23.9894,-49.1792,
SIZF,-23.995,-53.9561,
YMEM,-24.0026,148.7137,
SSKM,-24.0092,-52.3568,
SASL,-24.0192,-66.7972,
SGSP,-24.0271,-57.0234,
SDW3,-24.0297,-48.9739,
SGGR,-24.0328,-54.3527,
SDCA,-24.0343,-48.3562,
YGIF,-24.05,116.217,
SSJZ,-24.0522,-54.0071,
SRM,-24.0568,139.0821,
SDCR,-24.0685,-46.8272,
YTRC,-24.0723,143.3927,
SDNJ,-24.0723,-48.2218,
SIDY,-24.0777,-51.8194,
SSGY,-24.0811,-54.1917,
FYIA,-24.0883,17.9517,
YARN,-24.0916,132.2712,
YSTT,-24.1183,134.39,
SCGU,-24.1231,-69.8459,
YSPI,-24.1302,148.086,
YDPD,-24.15,141.108,
SDIM,-24.1597,-46.7906,
SASR,-24.1886,-62.8834,
MWR,-24.1903,31.3864,
FAEN,-24.1933,28.735,
YBAB,-24.1936,149.8432,
SWLS,-24.1989,-53.8742,
YAWT,-24.2022,151.8925,
SI9Z,-24.2039,-52.9829,
FAWE,-24.2046,27.9,
YISD,-24.2163,144.6263,
SSGW,-24.2205,-53.0445,
FBTP,-24.2211,25.3473,
YMVR,-24.2245,118.2516,
FMSL,-24.2357,45.3045,
SA39,-24.2365,-65.2691,
YISF,-24.2583,144.425,
YKCA,-24.2602,131.4889,
SIBO,-24.2616,-52.7948,
YALM,-24.2653,134.4029,
YACD,-24.2695,145.4886,
FATG,-24.2811,27.2294,
SCLE,-24.2947,-69.1317,
YDPW,-24.298,134.1433,
YSPF,-24.298,144.8783,
YMAU,-24.3017,116.9067,
SSKP,-24.3089,-53.8422,
SSMW,-24.3153,-47.0139,
SBTL,-24.3178,-50.6516,
YBLE,-24.3208,150.5096,
FBKA,-24.3306,20.6357,
KDS,-24.3388,139.2785,
SSPT,-24.3433,-53.8287,
YBIE,-24.3461,139.46,
FAHT,-24.3517,30.9494,
FYSP,-24.3522,18.4333,
YSTO,-24.3526,143.2975,
FAHS,-24.3686,31.0487,
YJUK,-24.3707,128.7393,
YTPE,-24.3825,132.423,
FANG,-24.389,31.326,
SASJ,-24.3928,-65.0978,
YMUS,-24.4105,147.2456,
FATB,-24.4161,31.1642,
YKCS,-24.4213,131.8195,
SGRO,-24.43,-57.1201,
YBCK,-24.4317,145.4297,
YEUD,-24.4435,115.6098,
YHGR,-24.4493,133.7087,
YRLL,-24.4609,148.6274,
YTUG,-24.4667,149.267,
SIB7,-24.4676,-52.8846,
YTNG,-24.4949,150.578,
SGCU,-24.4977,-55.6863,
FAHB,-24.5024,28.0791,
FAJC,-24.5087,31.1421,
SSCR,-24.5127,-54.0547,
FYSS,-24.5128,15.7467,
YUNY,-24.5167,139.617,
SSMR,-24.5296,-51.6517,
FBSK,-24.5552,25.9182,
SJB6,-24.5553,-52.3822,
FAEG,-24.567,30.317,
FATI,-24.5761,27.4197,
YHBY,-24.584,133.236,
FBJW,-24.6023,24.691,
FYML,-24.6054,17.9254,
YMOU,-24.6117,149.995,
FYMB,-24.6172,14.6972,
YPTJ,-24.6189,126.327,
YABR,-24.6287,118.648,
FYGK,-24.63,15.9392,
YMJE,-24.6342,116.9438,
SI4Z,-24.6389,-53.6549,
SCPA,-24.6394,-70.3489,
YMYV,-24.648,134.0264,
YWLH,-24.65,132.317,
YCSL,-24.6522,148.4697,
FAWT,-24.6601,30.1804,
YCGL,-24.6853,147.157,
FANY,-24.6861,28.4349,
SBTD,-24.6863,-53.6975,
FMSY,-24.6997,44.7342,
FABG,-24.7025,31.5879,
SIVW,-24.7096,-48.0228,
YALH,-24.7123,144.2909,
SATK,-24.7214,-60.5488,
FAOL,-24.733,31.4,
FAGO,-24.7372,31.5603,
